record_id,organization_name,source_type,source_provider,source_listing_url,job_id,title,location,department,employment_type,work_arrangement,salary_min,salary_max,currency,posted_date,closing_date,description,job_url,application_url,application_email,application_method,first_seen,last_seen,status,content_hash
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Elle (AI assistant)Accelerate your work,,,,,,,,,,,https://www.aha.io/suite/ai-overview,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Engineering,,,,,,,,,,,https://www.aha.io/team/engineering,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Guide for product managersFind expert answers and advice,,,,,,,,,,,https://www.aha.io/roadmapping/guide,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,PartnersWork with a network of certified consultants,,,,,,,,,,,https://www.aha.io/partners,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Engineering,,,,,,,,,,,,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,ResourcesAha! blogEngineering blogLive eventsHow-to videosTemplatesProduct management guideRoadmap starter guideProduct development dictionarySupport knowledge base,,,,,,,,,,,https://www.aha.io/blog,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Engineering blog,,,,,,,,,,,https://www.aha.io/engineering,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Popular linksThe Aha! FrameworkPricingIntegrationsElle (AI assistant)Customer SuccessCustomer storiesDeveloper APISecurity and complianceLog in,,,,,,,,,,,https://www.aha.io/roadmapping/guide/the-aha-framework/the-aha-framework-for-product-development,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Elle (AI assistant),,,,,,,,,,,https://www.aha.io/suite/ai-overview,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
17,Aha,static_html_listing,,https://www.aha.io/company/careers/current-openings,,Developer API,,,,,,,,,,,https://www.aha.io/api,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
21,Akkodis,static_html_listing,,https://www.akkodis.com/en/careers,,Engineering roles,,,,,,,,,,,,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
21,Akkodis,static_html_listing,,https://www.akkodis.com/en/careers,,Design & Mechanical Engineering,,,,,,,,,,,,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Modelling & Simulation Software DeveloperOttawa,,,,,,,,,,,https://www.adga.ca/career/senior-modelling-simulation-software-developer/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Modelling & Simulation Software Developer,,,,,,,,,,,https://www.adga.ca/career/senior-modelling-simulation-software-developer/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Software ArchitectOttawa,,,,,,,,,,,https://www.adga.ca/career/software-architect/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Software Architect,,,,,,,,,,,https://www.adga.ca/career/software-architect/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Navy Exercise DirectorEsquimaltDefence,,,,,,,,,,,https://www.adga.ca/career/senior-navy-exercise-director-2/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Navy Exercise Director,,,,,,,,,,,https://www.adga.ca/career/senior-navy-exercise-director-2/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Computer/Network TechnicianEsquimalt,,,,,,,,,,,https://www.adga.ca/career/senior-computer-network-technician/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Computer/Network Technician,,,,,,,,,,,https://www.adga.ca/career/senior-computer-network-technician/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Radio Frequency System SpecialistOttawaDefence,,,,,,,,,,,https://www.adga.ca/career/senior-radio-frequency-system-specialist-2/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Radio Frequency System Specialist,,,,,,,,,,,https://www.adga.ca/career/senior-radio-frequency-system-specialist-2/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Intermediate Software Developer (HRMS Applications)OttawaDefence,,,,,,,,,,,https://www.adga.ca/career/intermediate-software-developer-hrms-applications-4/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Intermediate Software Developer (HRMS Applications),,,,,,,,,,,https://www.adga.ca/career/intermediate-software-developer-hrms-applications-4/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Needs Analysis and Research ConsultantOttawaDefence,,,,,,,,,,,https://www.adga.ca/career/needs-analysis-and-research-consultant/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Needs Analysis and Research Consultant,,,,,,,,,,,https://www.adga.ca/career/needs-analysis-and-research-consultant/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Intelligence Mission Data Systems AnalystOttawaDefence,,,,,,,,,,,https://www.adga.ca/career/intelligence-mission-data-systems-analyst-4/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Intelligence Mission Data Systems Analyst,,,,,,,,,,,https://www.adga.ca/career/intelligence-mission-data-systems-analyst-4/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,"Director, Digital SafetyChalk River",,,,,,,,,,,https://www.adga.ca/career/director-digital-safety/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,"Director, Digital Safety",,,,,,,,,,,https://www.adga.ca/career/director-digital-safety/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior OT and Cybersecurity Systems SpecialistOttawa,,,,,,,,,,,https://www.adga.ca/career/senior-ot-and-cybersecurity-systems-specialist/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior OT and Cybersecurity Systems Specialist,,,,,,,,,,,https://www.adga.ca/career/senior-ot-and-cybersecurity-systems-specialist/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Technicien.ne en électronique/ Electronics Technician – Port-CartierPort-Cartier,,,,,,,,,,,https://www.adga.ca/career/technicien-ne-en-electronique-electronics-technician-port-cartier/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Technicien.ne en électronique/ Electronics Technician – Port-Cartier,,,,,,,,,,,https://www.adga.ca/career/technicien-ne-en-electronique-electronics-technician-port-cartier/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Technicien de maintenance des systèmes de sécurité / Security Systems Maintenance TechnicianLavalCSC Technicians,,,,,,,,,,,https://www.adga.ca/career/technicien-de-maintenance-des-systemes-de-securite-security-systems-maintenance-technician/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Technicien de maintenance des systèmes de sécurité / Security Systems Maintenance Technician,,,,,,,,,,,https://www.adga.ca/career/technicien-de-maintenance-des-systemes-de-securite-security-systems-maintenance-technician/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Technicien.ne en électronique / Electronics TechnicianLa Macaza,,,,,,,,,,,https://www.adga.ca/career/technicien-ne-en-electronique-electronics-technician/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Technicien.ne en électronique / Electronics Technician,,,,,,,,,,,https://www.adga.ca/career/technicien-ne-en-electronique-electronics-technician/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Technical Architect – DevSecOps & IT Service Delivery (Defence / NC2SS)Ottawa,,,,,,,,,,,https://www.adga.ca/career/senior-technical-architect-devsecops-it-service-delivery-defence-nc2ss/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Technical Architect – DevSecOps & IT Service Delivery (Defence / NC2SS),,,,,,,,,,,https://www.adga.ca/career/senior-technical-architect-devsecops-it-service-delivery-defence-nc2ss/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Technical Architect – Linux Systems & CloudOttawa,,,,,,,,,,,https://www.adga.ca/career/senior-technical-architect-linux-systems-cloud/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Senior Technical Architect – Linux Systems & Cloud,,,,,,,,,,,https://www.adga.ca/career/senior-technical-architect-linux-systems-cloud/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Industrial Security ConsultantOttawa,,,,,,,,,,,https://www.adga.ca/career/industrial-security-consultant/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Industrial Security Consultant,,,,,,,,,,,https://www.adga.ca/career/industrial-security-consultant/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Physical Security ConsultantOttawa,,,,,,,,,,,https://www.adga.ca/career/physical-security-consultant/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
10,Adga,static_html_listing,,https://www.adga.ca/careers/,,Physical Security Consultant,,,,,,,,,,,https://www.adga.ca/career/physical-security-consultant/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Analyst research: Smarter decisions start with the right insights,,,,,,,,,,,https://www.anaplan.com/solution/industry-research/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,"Meet Anaplan Finance AnalystAutomate budget tasks, enhance forecasting accuracy, and enable data-driven decisions with Anaplan's AI agent for financial planning and consolidationLearn more",,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#finance-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Meet Anaplan Finance Analyst,,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#finance-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Explore industry researchExplore analyst insights that shape the future of financial planningLearn more,,,,,,,,,,,https://www.anaplan.com/solution/finance-industry-research/,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,"Meet your Sales AnalystMonitor, analyze, and take action so you can make faster, and more confident decisions with Anaplan’s AI agent for revenue performance managementLearn more",,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#sales-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
33,Anaplan,static_html_listing,,https://www.anaplan.com/careers/,,Meet your Sales Analyst,,,,,,,,,,,https://www.anaplan.com/platform/intelligent-role-based-agents/#sales-tab,,,,2026-07-29T01:04:35.069215+00:00,2026-07-29T01:04:35.069215+00:00,active,
